t_solar,DNI,DHI,GHI,Tamb,albedo,wind
4264.5,704,144,570,41,0.193,2
4265.5,603,112,365,40,0.193,1.6
4266.5,425,68,162,36,0.193,1.3
4267.5,50,9,10,32,0.193,1.4
4268.5,0,0,0,30,0.193,2
4269.5,0,0,0,29,0.193,2
4270.5,0,0,0,28,0.193,1.4
4271.5,0,0,0,28,0.193,1.2
4272.5,0,0,0,28,0.193,1.3
4273.5,0,0,0,28,0.193,1.8
4274.5,0,0,0,27,0.193,2.4
4275.5,0,0,0,26,0.193,2.4
4276.5,0,0,0,25,0.193,2
4277.5,0,0,0,26,0.193,2
4278.5,374,69,149,29,0.193,2.4
4279.5,602,103,352,33,0.193,2.8
4280.5,733,121,559,36,0.193,3
4281.5,811,130,744,39,0.193,2.8
4282.5,859,135,890,42,0.193,2.4
4283.5,834,171,969,44,0.193,2
4284.5,843,172,1003,45,0.193,1.7
4285.5,836,171,973,45,0.193,1.5
4286.5,805,170,882,46,0.193,1.4
4287.5,675,203,719,45,0.193,1.5
4288.5,592,165,523,44,0.193,1.7
4289.5,557,120,354,43,0.193,1.8
4290.5,385,63,148,40,0.193,1.7
4291.5,24,7,8,38,0.193,2.2
4292.5,0,0,0,37,0.193,2.8
4293.5,0,0,0,36,0.193,2.8
4294.5,0,0,0,35,0.193,2.5
4295.5,0,0,0,34,0.193,2.3
4296.5,0,0,0,32,0.193,2.4
4297.5,0,0,0,31,0.193,2.7
4298.5,0,0,0,30,0.193,3.2
4299.5,0,0,0,29,0.193,3.2
4300.5,0,0,0,29,0.193,2.8
4301.5,0,0,0,30,0.193,2.6
4302.5,0,20,20,33,0.193,2.6
4303.5,230,162,257,37,0.193,2.3
4304.5,601,158,517,40,0.193,1.7
4305.5,148,358,470,43,0.193,1.4
4306.5,740,202,853,44,0.193,2.1
4307.5,620,314,907,45,0.193,3.6
4308.5,625,322,937,46,0.193,4.9
4309.5,620,314,909,46,0.193,5.3
4310.5,633,272,831,46,0.193,4.8
4311.5,610,233,699,45,0.193,4.1
4312.5,548,195,526,44,0.193,3.6
4313.5,431,150,331,43,0.193,3.6
4314.5,256,74,131,40,0.193,3.7
4315.5,10,5,5,36,0.193,4.4
4316.5,0,0,0,34,0.193,5.2
4317.5,0,0,0,33,0.193,4.9
4318.5,0,0,0,32,0.193,3.8
4319.5,0,0,0,32,0.193,2.6
4320.5,0,0,0,32,0.193,1.7
4321.5,0,0,0,31,0.193,1.2
4322.5,0,0,0,31,0.193,1.3
4323.5,0,0,0,30,0.193,1.9
4324.5,0,0,0,29,0.193,2.5
4325.5,0,0,0,29,0.193,3
4326.5,244,70,122,32,0.193,3.2
4327.5,356,164,310,35,0.193,3.4
4328.5,467,225,503,38,0.193,4
4329.5,541,268,677,41,0.193,4.3
4330.5,595,294,817,42,0.193,4.5
4331.5,689,264,923,43,0.193,4.6
4332.5,713,257,959,44,0.193,4.6
4333.5,730,236,936,45,0.193,4.6
4334.5,655,256,835,45,0.193,4.8
4335.5,610,232,698,44,0.193,5
4336.5,224,267,403,43,0.193,5.1
4337.5,714,84,384,39,0.191,1.6
4338.5,506,58,171,36,0.191,1.1
4339.5,68,9,11,34,0.191,0.9
4340.5,0,0,0,33,0.191,1
4341.5,0,0,0,32,0.191,1.2
4342.5,0,0,0,30,0.191,1.4
4343.5,0,0,0,28,0.191,1.4
4344.5,0,0,0,27,0.191,1.3
4345.5,0,0,0,25,0.191,1.2
4346.5,0,0,0,25,0.191,1.1
4347.5,0,0,0,25,0.191,0.9
4348.5,0,0,0,25,0.191,0.7
4349.5,0,0,0,25,0.191,0.8
4350.5,454,61,156,28,0.191,1.4
4351.5,679,91,368,31,0.191,1.9
4352.5,800,108,583,34,0.191,2.1
4353.5,871,118,775,37,0.191,2.3
4354.5,914,122,925,39,0.191,2.6
4355.5,955,113,1026,41,0.191,2.9
4356.5,963,112,1060,42,0.191,3.2
4357.5,959,109,1030,42,0.191,3.4
4358.5,924,115,932,43,0.191,3.5
4359.5,881,110,783,42,0.191,3.6
4360.5,812,101,593,41,0.191,3.7
4361.5,701,85,380,40,0.191,3.1
4362.5,498,58,169,36,0.191,1.9
4363.5,66,10,11,33,0.191,1.5
4364.5,0,0,0,31,0.191,1.7
4365.5,0,0,0,30,0.191,1.8
4366.5,0,0,0,29,0.191,1.6
4367.5,0,0,0,27,0.191,1.2
4368.5,0,0,0,27,0.191,0.9
4369.5,0,0,0,27,0.191,0.4
4370.5,0,0,0,26,0.191,0.5
4371.5,0,0,0,25,0.191,1.1
4372.5,0,0,0,24,0.191,1.3
4373.5,0,0,0,26,0.191,1.9
4374.5,481,54,154,29,0.191,2.7
4375.5,683,81,359,32,0.191,3
4376.5,787,98,565,35,0.191,3
4377.5,846,110,747,37,0.191,2.9
4378.5,879,118,889,39,0.191,2.9
4379.5,860,147,969,40,0.191,2.9
4380.5,854,156,996,41,0.191,3
4381.5,835,162,963,42,0.191,3
4382.5,867,122,889,42,0.191,3.1
4383.5,830,114,748,42,0.191,3.2
4384.5,767,102,567,41,0.191,3.3
4385.5,660,85,363,40,0.191,3.3
4386.5,461,58,161,37,0.191,2.4
4387.5,51,9,10,34,0.191,1.6
4388.5,0,0,0,32,0.191,1.7
4389.5,0,0,0,31,0.191,1.6
4390.5,0,0,0,30,0.191,1.4
4391.5,0,0,0,29,0.191,1.2
4392.5,0,0,0,28,0.191,1
4393.5,0,0,0,28,0.191,0.9
4394.5,0,0,0,28,0.191,0.8
4395.5,0,0,0,28,0.191,0.5
4396.5,0,0,0,28,0.191,0.3
4397.5,0,0,0,28,0.191,0.1
4398.5,391,61,142,30,0.191,0.7
4399.5,602,95,340,33,0.191,1.7
4400.5,720,116,543,35,0.191,2.1
4401.5,792,130,726,36,0.191,2.3
4402.5,836,137,871,38,0.191,2.6
4403.5,880,129,970,39,0.191,3
4404.5,889,130,1004,40,0.191,3.4
4405.5,885,127,976,41,0.191,3.8
4406.5,858,129,887,41,0.191,4.1
4407.5,821,121,748,41,0.191,4.2
4408.5,760,109,569,40,0.191,4.3
4409.5,654,90,365,39,0.193,4
4410.5,454,61,162,36,0.193,2.8
4411.5,46,9,10,34,0.193,1.8
4412.5,0,0,0,32,0.193,1.8
4413.5,0,0,0,31,0.193,1.7
4414.5,0,0,0,30,0.193,1.6
4415.5,0,0,0,29,0.193,1.3
4416.5,0,0,0,28,0.193,1.1
4417.5,0,0,0,28,0.193,1
4418.5,0,0,0,28,0.193,0.7
4419.5,0,0,0,28,0.193,0.3
4420.5,0,0,0,27,0.193,0.1
4421.5,0,0,0,27,0.193,0.6
4422.5,432,58,147,30,0.193,1.2
4423.5,647,89,351,33,0.193,1.7
4424.5,761,108,558,36,0.193,2.2
4425.5,828,121,744,38,0.193,2.4
4426.5,870,129,892,40,0.193,2.6
4427.5,895,133,988,41,0.193,2.8
4428.5,908,133,1025,42,0.193,3.1
4429.5,908,129,1000,43,0.193,3.4
4430.5,897,121,914,43,0.193,3.7
4431.5,866,111,773,43,0.193,3.8
4432.5,810,99,589,42,0.193,3.8
4433.5,708,82,380,41,0.193,3.3
4434.5,507,56,169,37,0.193,2.2
4435.5,63,9,11,34,0.193,1.7
4436.5,0,0,0,33,0.193,1.9
4437.5,0,0,0,32,0.193,2.2
4438.5,0,0,0,31,0.193,2.2
4439.5,0,0,0,30,0.193,2.1
4440.5,0,0,0,28,0.193,1.9
4441.5,0,0,0,28,0.193,1.8
4442.5,0,0,0,28,0.193,1.5
4443.5,0,0,0,28,0.193,1.1
4444.5,0,0,0,27,0.193,0.7
4445.5,0,0,0,28,0.193,0.9
4446.5,324,71,137,30,0.193,1.6
4447.5,557,111,337,33,0.193,2.3
4448.5,695,133,544,36,0.193,2.6
4449.5,779,145,731,38,0.193,2.7
4450.5,832,151,879,40,0.193,2.8
4451.5,892,133,985,41,0.193,3
4452.5,905,133,1022,42,0.193,3.3
4453.5,903,130,996,43,0.193,3.6
4454.5,881,128,908,44,0.193,3.9
4455.5,850,118,768,43,0.193,4.1
4456.5,795,105,586,43,0.193,4.2
4457.5,692,86,378,42,0.193,3.8
4458.5,482,60,167,38,0.193,2.5
4459.5,46,9,10,35,0.193,1.9
4460.5,0,0,0,33,0.193,2.1
4461.5,0,0,0,32,0.193,2.1
4462.5,0,0,0,31,0.193,1.8
4463.5,0,0,0,30,0.193,1.5
4464.5,0,0,0,29,0.193,1.3
4465.5,0,0,0,29,0.193,1.2
4466.5,0,0,0,29,0.193,1
4467.5,0,0,0,28,0.193,0.8
4468.5,0,0,0,27,0.193,0.7
4469.5,0,0,0,28,0.193,1.2
4470.5,364,63,137,30,0.193,1.7
4471.5,568,105,333,33,0.193,1.8
4472.5,681,132,534,36,0.193,1.7
4473.5,760,147,717,38,0.193,1.6
4474.5,813,152,863,40,0.193,1.5
4475.5,833,162,956,41,0.193,1.5
4476.5,851,158,995,42,0.193,1.7
4477.5,859,150,974,43,0.193,1.9
4478.5,869,130,898,44,0.193,2.2
4479.5,845,117,762,44,0.193,2.3
4480.5,788,104,580,43,0.193,2.3
4481.5,657,92,368,42,0.193,1.9
4482.5,393,69,156,39,0.193,1.2
4483.5,0,7,7,36,0.193,0.7
4484.5,0,0,0,36,0.193,0.4
4485.5,0,0,0,35,0.193,0.3
4486.5,0,0,0,34,0.193,0.4
4487.5,0,0,0,33,0.193,0.8
4488.5,0,0,0,33,0.193,1
4489.5,0,0,0,33,0.193,0.6
4490.5,0,0,0,32,0.193,0.5
4491.5,0,0,0,31,0.193,0.8
4492.5,0,0,0,29,0.193,0.9
4493.5,0,0,0,30,0.193,1.4
4494.5,283,72,129,33,0.193,2.8
4495.5,514,119,325,36,0.193,4
4496.5,653,145,529,39,0.193,4.1
4497.5,738,160,713,42,0.193,3.8
4498.5,787,170,858,43,0.193,3.1
4499.5,840,157,958,45,0.193,2.4
4500.5,846,159,990,46,0.193,1.9
4501.5,837,159,961,46,0.193,1.8
4502.5,821,150,876,47,0.193,2.2
4503.5,786,138,738,46,0.193,2.4
4504.5,569,172,517,45,0.193,2
4505.5,475,125,325,42,0.193,4.9
4506.5,256,81,138,37,0.193,8.3
4507.5,0,7,7,34,0.193,6.9
4508.5,0,0,0,34,0.193,4
4509.5,0,0,0,34,0.193,2.5
4510.5,0,0,0,34,0.193,2
4511.5,0,0,0,33,0.193,1.8
4512.5,0,0,0,33,0.193,1.6
4513.5,0,0,0,32,0.193,1.8
4514.5,0,0,0,32,0.193,2.3
4515.5,0,0,0,32,0.193,2.9
4516.5,0,0,0,32,0.193,3.5
4517.5,0,0,0,33,0.193,3.9
4518.5,329,66,131,35,0.193,3.9
4519.5,547,107,326,36,0.193,3.7
4520.5,677,130,527,37,0.193,3.6
4521.5,184,355,493,39,0.193,3.4
4522.5,806,151,855,41,0.193,3
4523.5,818,165,944,42,0.193,2.5
4524.5,827,166,979,43,0.193,2.5
4525.5,825,162,952,44,0.193,2.8
4526.5,784,167,860,44,0.193,3.3
4527.5,529,264,667,43,0.193,3.4
4528.5,292,255,432,42,0.193,2.8
4529.5,177,171,245,40,0.193,3.9
4530.5,80,82,100,36,0.193,6.7
4531.5,0,3,3,33,0.193,6.7
4532.5,0,0,0,32,0.193,4.1
4533.5,0,0,0,32,0.193,1.7
4534.5,0,0,0,32,0.193,0.9
4535.5,0,0,0,32,0.193,1.7
4536.5,0,0,0,32,0.193,2.6
4537.5,0,0,0,31,0.193,3.2
4538.5,0,0,0,30,0.193,2.8
4539.5,0,0,0,28,0.193,1.8
4540.5,0,0,0,28,0.193,1
4541.5,0,0,0,28,0.193,1.1
4542.5,256,70,121,30,0.193,1.8
4543.5,475,121,311,32,0.193,2.3
4544.5,600,156,508,34,0.193,2.6
4545.5,668,184,684,36,0.193,2.6
4546.5,716,201,825,37,0.193,2.8
4547.5,816,160,937,39,0.193,3.2
4548.5,829,158,972,40,0.193,3.6
4549.5,827,154,947,40,0.193,3.9
4550.5,803,151,861,41,0.193,4
4551.5,768,139,725,41,0.193,4
4552.5,707,122,550,40,0.193,3.9
4553.5,602,99,351,39,0.193,3.6
4554.5,403,64,153,37,0.193,3
4555.5,0,8,8,35,0.193,3.1
4556.5,0,0,0,33,0.193,3.8
4557.5,0,0,0,32,0.193,3.7
4558.5,0,0,0,31,0.193,3.1
4559.5,0,0,0,30,0.193,2
4560.5,0,0,0,29,0.193,1.2
4561.5,0,0,0,29,0.193,0.8
4562.5,0,0,0,29,0.193,1
4563.5,0,0,0,28,0.193,1.7
4564.5,0,0,0,28,0.193,2.6
4565.5,0,0,0,28,0.193,3.3
4566.5,355,61,131,28,0.193,3.8
4567.5,586,96,329,29,0.193,3.8
4568.5,719,113,533,30,0.193,3.5
4569.5,800,121,718,32,0.193,2.7
4570.5,851,125,866,33,0.193,1.5
4571.5,885,122,964,35,0.193,1.5
4572.5,894,123,1001,37,0.193,2.3
4573.5,892,120,975,38,0.193,2.9
4574.5,859,125,884,39,0.193,3.3
4575.5,827,115,746,40,0.193,3.5
4576.5,769,102,566,39,0.193,3.6
4577.5,661,85,362,38,0.193,3.1
4578.5,450,59,157,36,0.193,2.3
4579.5,33,8,8,33,0.193,2.4
4580.5,0,0,0,32,0.193,2.5
4581.5,0,0,0,31,0.193,2
4582.5,0,0,0,30,0.193,1.4
4583.5,0,0,0,29,0.193,1.1
4584.5,0,0,0,29,0.193,0.9
4585.5,0,0,0,29,0.193,0.9
4586.5,0,0,0,28,0.193,1.2
4587.5,0,0,0,27,0.193,1.6
4588.5,0,0,0,26,0.193,2
4589.5,0,0,0,26,0.193,2.6
4590.5,216,68,110,27,0.193,2.9
4591.5,359,136,278,30,0.193,2.5
4592.5,115,258,325,32,0.193,2.1
4593.5,267,341,541,33,0.193,1.8
4594.5,503,340,778,35,0.193,1.9
4595.5,247,474,710,36,0.193,2.3
4596.5,118,497,613,37,0.193,2.6
4597.5,833,148,945,38,0.193,2.7
4598.5,828,133,863,38,0.193,2.9
4599.5,795,121,727,38,0.193,3
4600.5,466,208,489,38,0.193,3
4601.5,393,140,305,37,0.191,2.6
4602.5,427,59,153,35,0.191,1.7
4603.5,0,0,0,33,0.191,1
4604.5,0,0,0,32,0.191,0.7
4605.5,0,0,0,31,0.191,0.4
4606.5,0,0,0,30,0.191,0.3
4607.5,0,0,0,29,0.191,0.3
4608.5,0,0,0,28,0.191,0.5
4609.5,0,0,0,28,0.191,0.6
4610.5,0,0,0,28,0.191,0.6
4611.5,0,0,0,28,0.191,0.5
4612.5,0,0,0,28,0.191,0.4
4613.5,0,0,0,28,0.191,0.4
4614.5,314,64,124,30,0.191,0.6
4615.5,544,103,318,33,0.191,0.9
4616.5,670,128,518,35,0.191,1.2
4617.5,744,145,700,37,0.191,1.5
4618.5,789,157,843,38,0.191,1.7
4619.5,859,132,949,39,0.191,2
4620.5,868,134,984,40,0.191,2.5
4621.5,862,133,958,41,0.191,2.8
4622.5,835,133,870,41,0.191,3.1
4623.5,795,126,731,41,0.191,3.2
4624.5,726,114,552,40,0.191,3.1
4625.5,608,96,349,39,0.191,2.5
4626.5,389,65,149,36,0.191,1.6
4627.5,0,0,0,34,0.191,1.2
4628.5,0,0,0,33,0.191,1.5
4629.5,0,0,0,32,0.191,1.9
4630.5,0,0,0,31,0.191,2.1
4631.5,0,0,0,30,0.191,2.1
4632.5,0,0,0,29,0.191,2
4633.5,0,0,0,29,0.191,1.8
4634.5,0,0,0,28,0.191,1.5
4635.5,0,0,0,27,0.191,1.1
4636.5,0,0,0,27,0.191,0.7
4637.5,0,0,0,28,0.191,1
4638.5,329,61,124,30,0.191,1.5
4639.5,564,98,319,32,0.191,1.4
4640.5,693,119,522,34,0.191,1.1
4641.5,768,133,704,36,0.191,1.2
4642.5,808,144,847,38,0.191,2.1
4643.5,836,147,941,39,0.191,3.2
4644.5,844,149,975,40,0.191,3.9
4645.5,842,145,950,41,0.191,4.4
4646.5,843,127,871,42,0.191,4.6
4647.5,808,118,733,41,0.191,4.6
4648.5,740,108,553,40,0.191,4.1
4649.5,618,92,350,39,0.191,2.9
4650.5,385,65,148,38,0.191,1.2
4651.5,0,0,0,36,0.191,0.4
4652.5,0,0,0,34,0.191,0.8
4653.5,0,0,0,33,0.191,1.4
4654.5,0,0,0,32,0.191,2
4655.5,0,0,0,31,0.191,2.8
4656.5,0,0,0,30,0.191,3
4657.5,0,0,0,29,0.191,2.2
4658.5,0,0,0,28,0.191,1.2
4659.5,0,0,0,28,0.191,0.7
4660.5,0,0,0,28,0.191,0.9
4661.5,0,0,0,28,0.191,1.7
4662.5,307,62,121,30,0.191,2.4
4663.5,541,102,314,32,0.191,2.6
4664.5,673,125,515,34,0.191,2.6
4665.5,753,139,698,36,0.191,2.3
4666.5,800,147,842,38,0.191,2
4667.5,857,131,945,39,0.191,2
4668.5,866,133,981,40,0.191,2.3
4669.5,860,132,954,41,0.191,2.7
4670.5,839,127,867,42,0.191,2.8
4671.5,792,124,726,41,0.191,2.5
4672.5,711,117,545,41,0.191,2
4673.5,354,146,294,40,0.191,1.6
4674.5,233,75,126,37,0.191,1
4675.5,0,0,0,35,0.191,0.8
4676.5,0,0,0,34,0.191,1
4677.5,0,0,0,32,0.191,1.2
4678.5,0,0,0,31,0.191,1.3
4679.5,0,0,0,30,0.191,1.4
4680.5,0,0,0,29,0.191,1.5
4681.5,0,0,0,29,0.191,1.5
4682.5,0,0,0,28,0.191,1.2
4683.5,0,0,0,28,0.191,0.9
4684.5,0,0,0,28,0.191,0.8
4685.5,0,0,0,28,0.191,1.3
4686.5,207,67,106,30,0.191,2.1
4687.5,375,131,277,33,0.191,2.3
4688.5,640,137,508,35,0.191,2.1
4689.5,726,152,690,37,0.191,1.8
4690.5,781,158,835,38,0.191,1.4
4691.5,833,146,936,39,0.191,1.3
4692.5,844,147,972,40,0.191,1.4
4693.5,841,143,947,41,0.191,1.6
4694.5,818,139,860,41,0.191,1.7
4695.5,779,129,722,41,0.191,1.7
4696.5,667,139,540,40,0.191,1.5
4697.5,204,166,251,39,0.191,1.2
4698.5,118,80,105,38,0.191,0.9
4699.5,0,0,0,36,0.191,0.6
4700.5,0,0,0,35,0.191,0.8
4701.5,0,0,0,34,0.191,1.3
4702.5,0,0,0,32,0.191,2.2
4703.5,0,0,0,30,0.191,2.9
4704.5,0,0,0,29,0.191,2.9
4705.5,0,0,0,28,0.191,2.6
4706.5,0,0,0,27,0.191,2.3
4707.5,0,0,0,27,0.191,1.8
4708.5,0,0,0,27,0.191,1.4
4709.5,0,0,0,27,0.191,1.5
4710.5,0,37,37,28,0.191,1.5
4711.5,0,99,99,30,0.191,1.1
4712.5,199,253,368,32,0.191,0.7
4713.5,712,159,686,34,0.191,0.6
4714.5,761,170,829,35,0.191,0.7
4715.5,825,150,931,36,0.191,1
4716.5,826,157,964,37,0.191,1.5
4717.5,817,157,937,37,0.191,1.8
4718.5,783,160,849,37,0.191,1.9
4719.5,742,149,712,36,0.191,1.9
4720.5,680,129,537,36,0.191,1.8
4721.5,574,102,339,35,0.191,1.4
4722.5,373,64,144,34,0.191,0.8
4723.5,0,0,0,32,0.191,0.5
4724.5,0,0,0,31,0.191,0.3
4725.5,0,0,0,31,0.191,0.3
4726.5,0,0,0,30,0.191,0.7
4727.5,0,0,0,28,0.191,1.4
4728.5,0,0,0,28,0.191,1.5
4729.5,0,0,0,28,0.191,0.9
4730.5,0,0,0,27,0.191,0.7
4731.5,0,0,0,27,0.191,0.9
4732.5,0,0,0,27,0.191,1.4
4733.5,0,0,0,26,0.191,2
4734.5,0,48,48,26,0.191,2.2
4735.5,11,132,137,27,0.191,1.9
4736.5,0,70,70,27,0.191,1.7
4737.5,95,341,412,28,0.191,1.7
4738.5,285,411,658,29,0.191,1.9
4739.5,328,449,759,30,0.191,2.2
4740.5,546,332,866,30,0.191,2.2
4741.5,856,132,948,31,0.191,2.1
4742.5,821,137,859,32,0.191,1.9
4743.5,790,124,723,32,0.191,1.6
4744.5,727,110,546,32,0.191,1.3
4745.5,285,156,274,31,0.191,0.9
4746.5,186,76,115,30,0.191,0.7
4747.5,0,0,0,29,0.191,0.7
4748.5,0,0,0,28,0.191,0.8
4749.5,0,0,0,28,0.191,0.9
4750.5,0,0,0,27,0.191,0.9
4751.5,0,0,0,27,0.191,0.9
4752.5,0,0,0,26,0.191,0.8
4753.5,0,0,0,26,0.191,0.7
4754.5,0,0,0,26,0.191,0.7
4755.5,0,0,0,25,0.191,0.8
4756.5,0,0,0,25,0.191,0.9
4757.5,0,0,0,25,0.191,1.1
4758.5,272,63,113,27,0.191,1.3
4759.5,502,109,303,29,0.191,1.4
4760.5,634,137,502,30,0.191,1.6
4761.5,714,156,683,32,0.191,1.8
4762.5,764,166,827,33,0.191,2.1
4763.5,813,157,926,34,0.191,2.3
4764.5,825,157,963,35,0.191,2.4
4765.5,823,151,936,36,0.191,2.4
4766.5,711,202,827,36,0.191,2.2
4767.5,672,183,692,35,0.191,1.7
4768.5,0,19,19,34,0.191,1.1
4769.5,0,16,16,33,0.191,0.6
4770.5,0,6,6,32,0.191,0.5
4771.5,0,0,0,31,0.191,0.6
4772.5,0,0,0,30,0.191,0.5
4773.5,0,0,0,29,0.191,0.5
4774.5,0,0,0,28,0.191,0.5
4775.5,0,0,0,28,0.191,0.5
4776.5,0,0,0,27,0.191,0.5
4777.5,0,0,0,27,0.191,0.4
4778.5,0,0,0,27,0.191,0.2
4779.5,0,0,0,26,0.191,0.2
4780.5,0,0,0,26,0.191,0.3
4781.5,0,0,0,26,0.191,0.7
4782.5,233,66,108,27,0.191,1.7
4783.5,457,121,296,29,0.191,2.9
4784.5,605,150,496,31,0.191,3
4785.5,699,165,680,32,0.191,2.5
4786.5,745,180,823,34,0.191,2.2
4787.5,797,170,923,35,0.191,2
4788.5,796,179,956,35,0.191,1.6
4789.5,372,427,782,36,0.191,1.5
4790.5,433,360,740,36,0.191,1.6
4791.5,482,275,639,36,0.191,1.8
4792.5,258,257,412,35,0.191,2
4793.5,88,166,202,34,0.19,1.7
4794.5,42,75,84,32,0.19,1.2
4795.5,0,0,0,31,0.19,1
4796.5,0,0,0,30,0.19,1
4797.5,0,0,0,30,0.19,0.7
4798.5,0,0,0,30,0.19,0.4
4799.5,0,0,0,29,0.19,0.4
4800.5,0,0,0,28,0.19,0.6
4801.5,0,0,0,27,0.19,0.9
4802.5,0,0,0,26,0.19,1
4803.5,0,0,0,26,0.19,1
4804.5,0,0,0,25,0.19,0.9
4805.5,0,0,0,25,0.19,1.1
4806.5,41,64,71,27,0.19,1.4
4807.5,115,153,197,29,0.19,1.4
4808.5,226,247,377,32,0.19,1.2
4809.5,78,332,390,33,0.19,0.8
4810.5,14,266,279,34,0.19,0.5
4811.5,802,164,922,35,0.19,0.2
4812.5,809,168,957,36,0.19,0.1
4813.5,804,166,931,37,0.19,0.3
4814.5,801,147,850,37,0.19,0.7
4815.5,759,138,713,37,0.19,1
4816.5,686,125,534,36,0.19,1.2
4817.5,562,103,334,35,0.19,1.1
4818.5,350,65,138,34,0.19,0.6
4819.5,0,0,0,33,0.19,0.3
4820.5,0,0,0,32,0.19,0.4
4821.5,0,0,0,31,0.19,0.6
4822.5,0,0,0,30,0.19,0.8
4823.5,0,0,0,29,0.19,1
4824.5,0,0,0,28,0.19,1.2
4825.5,0,0,0,28,0.19,1.1
4826.5,0,0,0,27,0.19,0.9
4827.5,0,0,0,27,0.19,0.7
4828.5,0,0,0,27,0.19,0.7
4829.5,0,0,0,27,0.19,1
4830.5,237,65,107,27,0.19,1.5
4831.5,495,111,299,29,0.19,1.7
4832.5,362,221,428,31,0.19,1.9
4833.5,739,144,687,32,0.19,2.1
4834.5,797,147,834,34,0.19,2.5
4835.5,855,131,937,35,0.19,2.8
4836.5,868,129,975,36,0.19,3
4837.5,867,125,949,37,0.19,3
4838.5,815,141,855,37,0.19,2.8
4839.5,780,129,718,37,0.19,2.5
4840.5,717,113,540,37,0.19,2
4841.5,602,93,338,36,0.19,1.5
4842.5,385,60,139,33,0.19,1
4843.5,0,0,0,31,0.19,0.8
4844.5,0,0,0,30,0.19,0.8
4845.5,0,0,0,29,0.19,0.9
4846.5,0,0,0,28,0.19,0.8
4847.5,0,0,0,28,0.19,0.8
4848.5,0,0,0,27,0.19,0.8
4849.5,0,0,0,27,0.19,0.9
4850.5,0,0,0,27,0.19,1
4851.5,0,0,0,27,0.19,1.2
4852.5,0,0,0,26,0.19,1.4
4853.5,0,0,0,26,0.19,1.9
4854.5,284,59,109,28,0.19,2.3
4855.5,74,149,177,30,0.19,2.2
4856.5,289,236,400,32,0.19,1.9
4857.5,147,347,455,34,0.19,2
4858.5,813,136,837,36,0.19,2.4
4859.5,834,144,930,37,0.19,2.8
4860.5,841,147,965,38,0.19,3.1
4861.5,833,147,938,39,0.19,3.3
4862.5,805,146,851,39,0.19,3.2
4863.5,750,143,709,39,0.19,2.9
4864.5,543,177,499,38,0.19,2.7
4865.5,85,164,199,37,0.19,2
4866.5,39,73,81,34,0.19,1.1
4867.5,0,0,0,32,0.19,0.8
4868.5,0,0,0,32,0.19,0.8
4869.5,0,0,0,31,0.19,0.8
4870.5,0,0,0,30,0.19,0.6
4871.5,0,0,0,29,0.19,0.6
4872.5,0,0,0,28,0.19,0.9
4873.5,0,0,0,27,0.19,1
4874.5,0,0,0,27,0.19,1
4875.5,0,0,0,26,0.19,0.9
4876.5,0,0,0,26,0.19,0.9
4877.5,0,0,0,26,0.19,1.2
4878.5,197,60,95,28,0.19,1.6
4879.5,363,127,264,30,0.19,1.6
4880.5,72,241,282,32,0.19,1.5
4881.5,743,139,683,33,0.19,1.5
4882.5,786,152,828,35,0.19,1.5
4883.5,818,153,924,36,0.19,1.6
4884.5,826,156,959,37,0.19,1.8
4885.5,815,158,932,37,0.19,2
4886.5,828,130,855,38,0.19,2.1
4887.5,785,124,716,37,0.19,2
4888.5,716,112,537,36,0.19,1.9
4889.5,602,92,336,35,0.19,1.9
4890.5,381,60,137,33,0.19,2.1
4891.5,0,0,0,31,0.19,2.8
4892.5,0,0,0,29,0.19,3.1
4893.5,0,0,0,28,0.19,2.6
4894.5,0,0,0,26,0.19,1.9
4895.5,0,0,0,25,0.19,1.4
4896.5,0,0,0,24,0.19,1.2
4897.5,0,0,0,24,0.19,1.3
4898.5,0,0,0,24,0.19,1.1
4899.5,0,0,0,24,0.19,0.7
4900.5,0,0,0,24,0.19,0.3
4901.5,0,0,0,24,0.19,0.5
4902.5,128,66,88,25,0.19,1.2
4903.5,323,132,254,25,0.19,1.7
4904.5,12,188,195,25,0.19,1.8
4905.5,0,27,27,26,0.19,1.9
4906.5,0,43,43,26,0.19,2.1
4907.5,59,435,490,26,0.19,2.2
4908.5,171,498,664,26,0.19,2.2
4909.5,494,401,871,26,0.19,1.8
4910.5,164,435,578,27,0.19,1.2
4911.5,269,346,548,28,0.19,0.5
4912.5,415,219,465,28,0.19,0.3
4913.5,539,107,325,28,0.19,0.5
4914.5,345,62,132,27,0.19,0.6
4915.5,0,0,0,26,0.19,0.5
4916.5,0,0,0,26,0.19,0.5
4917.5,0,0,0,26,0.19,0.6
4918.5,0,0,0,25,0.19,0.7
4919.5,0,0,0,25,0.19,0.8
4920.5,0,0,0,25,0.19,0.9
4921.5,0,0,0,25,0.19,1
4922.5,0,0,0,25,0.19,1
4923.5,0,0,0,24,0.19,1.1
4924.5,0,0,0,24,0.19,1.2
4925.5,0,0,0,25,0.19,1.8
4926.5,295,55,105,27,0.19,2.5
4927.5,544,95,298,29,0.19,2.5
4928.5,676,119,501,32,0.19,2.3
4929.5,752,135,684,33,0.19,2.2
4930.5,160,424,562,34,0.19,2.2
4931.5,626,279,868,35,0.19,2.2
4932.5,787,184,948,36,0.19,2.1
4933.5,791,175,925,36,0.19,2
4934.5,814,139,850,37,0.19,1.7
