t_solar,DNI,DHI,GHI,Tamb,albedo,wind
0.5,0,0,0,7,0.174,1.5
1.5,0,0,0,6,0.174,1.5
2.5,0,0,0,6,0.174,1.5
3.5,0,0,0,6,0.174,1.5
4.5,0,0,0,6,0.174,1.6
5.5,0,0,0,6,0.174,1.6
6.5,0,0,0,6,0.174,1.5
7.5,0,0,0,7,0.174,1.4
8.5,500,39,144,11,0.174,1.9
9.5,833,56,327,15,0.174,2.4
10.5,918,66,477,20,0.174,2.5
11.5,925,81,568,23,0.174,2.9
12.5,935,84,601,25,0.174,3
13.5,923,82,570,26,0.174,3
14.5,898,72,478,25,0.174,2.5
15.5,813,61,330,23,0.174,1.5
16.5,616,42,149,19,0.174,1.2
17.5,0,0,0,16,0.174,1.4
18.5,0,0,0,14,0.174,1.5
19.5,0,0,0,12,0.174,1.6
20.5,0,0,0,12,0.174,1.7
21.5,0,0,0,11,0.174,1.9
22.5,0,0,0,10,0.174,2.1
23.5,0,0,0,10,0.174,2.2
24.5,0,0,0,10,0.174,2
25.5,0,0,0,9,0.174,1.8
26.5,0,0,0,9,0.174,1.8
27.5,0,0,0,8,0.174,1.7
28.5,0,0,0,8,0.174,1.7
29.5,0,0,0,8,0.174,1.6
30.5,0,0,0,8,0.174,1.6
31.5,0,0,0,9,0.174,1.6
32.5,603,41,140,12,0.174,2.3
33.5,809,60,322,16,0.174,2.9
34.5,900,70,473,19,0.174,2.8
35.5,919,83,567,22,0.174,2.8
36.5,933,85,602,24,0.174,2.8
37.5,920,83,571,25,0.174,2.7
38.5,880,77,477,24,0.174,1.9
39.5,790,66,330,22,0.174,1.1
40.5,592,45,149,18,0.174,1
41.5,0,0,0,16,0.174,1.2
42.5,0,0,0,14,0.174,1.3
43.5,0,0,0,13,0.174,1.3
44.5,0,0,0,12,0.174,1.4
45.5,0,0,0,11,0.174,1.5
46.5,0,0,0,11,0.174,1.6
47.5,0,0,0,10,0.174,1.7
48.5,0,0,0,10,0.174,1.6
49.5,0,0,0,9,0.174,1.6
50.5,0,0,0,9,0.174,1.6
51.5,0,0,0,8,0.174,1.6
52.5,0,0,0,8,0.174,1.6
53.5,0,0,0,8,0.174,1.6
54.5,0,0,0,8,0.174,1.7
55.5,0,0,0,9,0.174,1.7
56.5,585,40,136,13,0.174,1.9
57.5,785,59,314,16,0.174,1.7
58.5,871,70,461,19,0.174,1.5
59.5,908,77,555,21,0.174,1.9
60.5,490,202,475,22,0.174,2.3
61.5,0,142,142,23,0.174,2.5
62.5,80,200,237,23,0.174,2.4
63.5,802,59,328,22,0.174,1.5
64.5,620,41,151,19,0.174,1
65.5,0,0,0,18,0.174,1.1
66.5,0,0,0,17,0.174,1.1
67.5,0,0,0,15,0.174,1.2
68.5,0,0,0,13,0.174,1.3
69.5,0,0,0,11,0.174,1.4
70.5,0,0,0,9,0.174,1.5
71.5,0,0,0,9,0.174,1.6
72.5,0,0,0,8,0.174,1.8
73.5,0,0,0,7,0.174,1.8
74.5,0,0,0,7,0.174,1.6
75.5,0,0,0,7,0.174,1.4
76.5,0,0,0,7,0.174,1.3
77.5,0,0,0,6,0.174,1.3
78.5,0,0,0,6,0.174,1.3
79.5,0,0,0,7,0.174,1.3
80.5,644,36,142,10,0.174,1.9
81.5,842,52,325,14,0.174,2.4
82.5,929,59,477,18,0.174,2.2
83.5,935,78,571,22,0.174,1.8
84.5,957,76,610,24,0.174,1.7
85.5,950,74,581,25,0.174,1.6
86.5,903,71,486,25,0.174,1.4
87.5,822,61,339,24,0.174,0.9
88.5,636,43,158,22,0.174,0.7
89.5,0,0,0,20,0.174,1
90.5,0,0,0,17,0.174,1.2
91.5,0,0,0,14,0.174,1.3
92.5,0,0,0,12,0.174,1.4
93.5,0,0,0,11,0.174,1.4
94.5,0,0,0,10,0.174,1.4
95.5,0,0,0,9,0.174,1.4
96.5,0,0,0,9,0.174,1.6
97.5,0,0,0,8,0.174,1.8
98.5,0,0,0,8,0.174,1.8
99.5,0,0,0,8,0.174,1.7
100.5,0,0,0,8,0.174,1.7
101.5,0,0,0,8,0.174,1.6
102.5,0,0,0,8,0.174,1.6
103.5,0,0,0,9,0.174,1.8
104.5,601,40,139,12,0.174,2.2
105.5,806,60,321,15,0.174,2.1
106.5,895,70,473,19,0.174,1.8
107.5,935,76,571,22,0.174,1.8
108.5,949,78,608,23,0.174,1.7
109.5,940,76,579,23,0.174,1.6
110.5,899,72,486,23,0.174,1.4
111.5,818,61,340,21,0.174,1
112.5,633,43,159,19,0.174,0.9
113.5,0,0,0,17,0.174,1.2
114.5,0,0,0,17,0.174,1.4
115.5,0,0,0,16,0.174,1.4
116.5,0,0,0,14,0.174,1.3
117.5,0,0,0,12,0.174,1.2
118.5,0,0,0,10,0.174,1.1
119.5,0,0,0,9,0.174,1
120.5,0,0,0,9,0.174,0.9
121.5,0,0,0,8,0.174,0.9
122.5,0,0,0,7,0.174,1
123.5,0,0,0,7,0.174,1.2
124.5,0,0,0,6,0.174,1.4
125.5,0,0,0,6,0.174,1.5
126.5,0,0,0,6,0.174,1.5
127.5,0,0,0,7,0.174,1.5
128.5,555,43,134,11,0.174,2.1
129.5,767,65,315,15,0.174,2.2
130.5,862,76,465,18,0.174,1.5
131.5,909,81,564,20,0.174,1.1
132.5,923,83,601,21,0.174,1
133.5,913,82,572,22,0.174,0.9
134.5,882,74,482,21,0.174,0.7
135.5,797,63,337,19,0.174,0.5
136.5,610,45,158,16,0.174,0.5
137.5,0,0,0,15,0.174,0.9
138.5,0,0,0,14,0.174,1.2
139.5,0,0,0,13,0.174,1.3
140.5,0,0,0,12,0.174,1.4
141.5,0,0,0,11,0.174,1.4
142.5,0,0,0,10,0.174,1.3
143.5,0,0,0,10,0.174,1.3
144.5,0,0,0,9,0.174,1.3
145.5,0,0,0,8,0.174,1.3
146.5,0,0,0,8,0.174,1.3
147.5,0,0,0,7,0.174,1.4
148.5,0,0,0,6,0.174,1.4
149.5,0,0,0,6,0.174,1.3
150.5,0,0,0,5,0.174,1.3
151.5,0,0,0,7,0.174,1.7
152.5,530,44,131,11,0.174,2.5
153.5,744,68,310,14,0.174,2.5
154.5,840,81,461,17,0.174,2
155.5,918,78,567,19,0.174,1.6
156.5,930,81,604,20,0.174,1.3
157.5,916,81,575,20,0.174,1.2
158.5,865,79,481,20,0.174,1.1
159.5,767,70,335,18,0.174,0.7
160.5,557,50,155,15,0.174,0.5
161.5,0,0,0,13,0.174,0.5
162.5,0,0,0,12,0.174,0.4
163.5,0,0,0,11,0.174,0.7
164.5,0,0,0,10,0.174,1.1
165.5,0,0,0,9,0.174,1.6
166.5,0,0,0,9,0.174,2.4
167.5,0,0,0,8,0.174,2.9
168.5,0,0,0,7,0.174,3.2
169.5,0,0,0,6,0.174,3.2
170.5,0,0,0,4,0.174,2.9
171.5,0,0,0,4,0.174,2.8
172.5,0,0,0,4,0.174,3
173.5,0,0,0,5,0.174,3.1
174.5,0,0,0,4,0.174,3
175.5,0,0,0,5,0.174,3.4
176.5,483,49,128,8,0.174,4.4
177.5,718,74,309,11,0.174,5.6
178.5,842,83,464,14,0.174,6.3
179.5,903,87,569,16,0.174,6.3
180.5,936,84,612,17,0.174,6.1
181.5,931,82,586,17,0.174,6
182.5,880,80,492,17,0.174,5.6
183.5,797,69,347,16,0.174,4.5
184.5,614,49,166,13,0.174,2.7
185.5,0,0,0,10,0.175,1.8
186.5,0,0,0,8,0.175,1.7
187.5,0,0,0,7,0.175,1.7
188.5,0,0,0,6,0.175,1.6
189.5,0,0,0,6,0.175,1.6
190.5,0,0,0,6,0.175,1.6
191.5,0,0,0,6,0.175,1.6
192.5,0,0,0,6,0.175,1.6
193.5,0,0,0,5,0.175,1.7
194.5,0,0,0,4,0.175,1.6
195.5,0,0,0,4,0.175,1.5
196.5,0,0,0,4,0.175,1.5
197.5,0,0,0,3,0.175,1.5
198.5,0,0,0,3,0.175,1.5
199.5,0,0,0,4,0.175,1.5
200.5,59,61,71,6,0.175,1.8
201.5,763,66,316,10,0.175,1.8
202.5,859,77,467,14,0.175,1.4
203.5,887,89,564,16,0.175,1.4
204.5,909,89,603,17,0.175,1.6
205.5,361,227,423,18,0.175,1.6
206.5,856,82,485,18,0.175,1.5
207.5,773,70,342,16,0.175,1
208.5,441,55,140,13,0.175,0.7
209.5,0,0,0,10,0.175,0.8
210.5,0,0,0,10,0.175,0.9
211.5,0,0,0,10,0.175,1
212.5,0,0,0,9,0.175,1.2
213.5,0,0,0,7,0.175,1.3
214.5,0,0,0,5,0.175,1.3
215.5,0,0,0,5,0.175,1.3
216.5,0,0,0,4,0.175,1.3
217.5,0,0,0,4,0.175,1.3
218.5,0,0,0,4,0.175,1.3
219.5,0,0,0,3,0.175,1.4
220.5,0,0,0,3,0.175,1.4
221.5,0,0,0,3,0.175,1.5
222.5,0,0,0,3,0.175,1.4
223.5,0,0,0,5,0.175,1.4
224.5,560,43,135,8,0.175,1.6
225.5,770,64,317,12,0.175,1.5
226.5,867,75,469,15,0.175,0.7
227.5,896,86,566,17,0.175,0.3
228.5,912,87,605,18,0.175,0.3
229.5,442,213,455,19,0.175,0.5
230.5,869,78,490,18,0.175,0.9
231.5,295,138,243,17,0.175,0.9
232.5,602,49,167,14,0.175,0.8
233.5,0,0,0,12,0.175,1.1
234.5,0,0,0,11,0.175,1.2
235.5,0,0,0,11,0.175,1.3
236.5,0,0,0,10,0.175,1.3
237.5,0,0,0,10,0.175,1.3
238.5,0,0,0,9,0.175,1.3
239.5,0,0,0,8,0.175,1.2
240.5,0,0,0,8,0.175,1.1
241.5,0,0,0,8,0.175,1
242.5,0,0,0,7,0.175,1
243.5,0,0,0,7,0.175,1.1
244.5,0,0,0,6,0.175,1
245.5,0,0,0,6,0.175,0.9
246.5,0,0,0,5,0.175,0.9
247.5,0,0,0,6,0.175,0.8
248.5,82,62,75,8,0.175,1
249.5,377,115,240,11,0.175,1.5
250.5,160,204,277,14,0.175,1.8
251.5,251,244,379,16,0.175,2.1
252.5,507,203,492,18,0.175,2.1
253.5,315,239,412,19,0.175,1.9
254.5,397,191,381,18,0.175,1.4
255.5,488,111,285,17,0.175,0.8
256.5,119,77,100,14,0.175,0.8
257.5,0,0,0,12,0.175,0.9
258.5,0,0,0,11,0.175,1.1
259.5,0,0,0,9,0.175,1.2
260.5,0,0,0,7,0.175,1.3
261.5,0,0,0,6,0.175,1.4
262.5,0,0,0,6,0.175,1.5
263.5,0,0,0,6,0.175,1.7
264.5,0,0,0,5,0.175,1.9
265.5,0,0,0,5,0.175,2
266.5,0,0,0,5,0.175,2
267.5,0,0,0,5,0.175,2
268.5,0,0,0,6,0.175,1.8
269.5,0,0,0,6,0.175,1.8
270.5,0,0,0,7,0.175,1.9
271.5,0,0,0,7,0.175,1.9
272.5,0,6,6,9,0.175,2.3
273.5,0,98,98,11,0.175,2.8
274.5,254,197,314,13,0.175,2.7
275.5,454,204,449,15,0.175,2.7
276.5,15,209,218,16,0.175,2.9
277.5,81,250,295,17,0.175,3.1
278.5,52,205,230,17,0.175,3.2
279.5,215,149,227,16,0.175,2.4
280.5,597,55,176,13,0.175,1.5
281.5,93,9,11,11,0.175,1.4
282.5,0,0,0,9,0.175,1.5
283.5,0,0,0,8,0.175,1.5
284.5,0,0,0,6,0.175,1.6
285.5,0,0,0,4,0.175,1.6
286.5,0,0,0,3,0.175,1.6
287.5,0,0,0,3,0.175,1.5
288.5,0,0,0,2,0.175,1.5
289.5,0,0,0,2,0.175,1.6
290.5,0,0,0,1,0.175,1.6
291.5,0,0,0,1,0.175,1.5
292.5,0,0,0,0,0.175,1.5
293.5,0,0,0,0,0.175,1.6
294.5,0,0,0,0,0.175,1.5
295.5,0,0,0,2,0.175,1.6
296.5,709,35,154,6,0.175,2
297.5,893,50,346,10,0.175,2
298.5,971,58,504,14,0.175,1.8
299.5,973,76,604,17,0.175,1.7
300.5,982,78,642,19,0.175,1.9
301.5,969,77,614,20,0.175,2
302.5,933,72,521,20,0.175,2
303.5,857,62,374,18,0.175,1.3
304.5,692,46,188,14,0.175,0.9
305.5,193,11,15,11,0.175,1.2
306.5,0,0,0,10,0.175,1.4
307.5,0,0,0,8,0.175,1.5
308.5,0,0,0,6,0.175,1.5
309.5,0,0,0,6,0.175,1.5
310.5,0,0,0,5,0.175,1.4
311.5,0,0,0,4,0.175,1.4
312.5,0,0,0,4,0.175,1.4
313.5,0,0,0,4,0.175,1.4
314.5,0,0,0,4,0.175,1.5
315.5,0,0,0,4,0.175,1.5
316.5,0,0,0,4,0.175,1.5
317.5,0,0,0,4,0.175,1.5
318.5,0,0,0,4,0.175,1.4
319.5,0,0,0,5,0.175,1.5
320.5,66,62,73,8,0.175,1.8
321.5,222,134,208,12,0.175,1.7
322.5,921,70,495,17,0.175,1.2
323.5,476,200,459,20,0.175,0.9
324.5,622,167,526,21,0.175,1
325.5,767,114,541,21,0.175,1.2
326.5,358,196,370,20,0.175,1.2
327.5,0,116,116,18,0.175,0.8
328.5,0,25,25,17,0.175,0.5
329.5,0,2,2,16,0.175,0.5
330.5,0,0,0,15,0.175,0.5
331.5,0,0,0,13,0.175,0.5
332.5,0,0,0,12,0.175,0.7
333.5,0,0,0,11,0.175,0.8
334.5,0,0,0,9,0.175,0.9
335.5,0,0,0,8,0.175,1
336.5,0,0,0,7,0.175,1
337.5,0,0,0,7,0.175,0.9
338.5,0,0,0,7,0.175,0.8
339.5,0,0,0,6,0.175,0.7
340.5,0,0,0,6,0.175,0.7
341.5,0,0,0,6,0.175,0.8
342.5,0,0,0,6,0.175,0.8
343.5,0,0,0,8,0.175,0.8
344.5,0,7,7,11,0.175,1.3
345.5,0,113,113,14,0.175,1.9
346.5,0,96,96,16,0.175,1.9
347.5,16,201,209,17,0.175,2
348.5,0,78,78,17,0.175,2.6
349.5,41,234,258,18,0.175,3.4
350.5,8,171,175,17,0.175,3.6
351.5,1,128,129,15,0.175,3
352.5,0,31,31,13,0.175,2
353.5,0,2,2,11,0.175,1.7
354.5,0,0,0,10,0.175,1.8
355.5,0,0,0,9,0.175,1.7
356.5,0,0,0,9,0.175,1.5
357.5,0,0,0,9,0.175,1.2
358.5,0,0,0,9,0.175,1.1
359.5,0,0,0,9,0.175,0.9
360.5,0,0,0,9,0.175,0.7
361.5,0,0,0,9,0.175,0.7
362.5,0,0,0,9,0.175,0.7
363.5,0,0,0,9,0.175,0.7
364.5,0,0,0,8,0.175,0.6
365.5,0,0,0,7,0.175,0.3
366.5,0,0,0,6,0.175,0.2
367.5,0,0,0,7,0.175,0.5
368.5,5,60,61,9,0.175,0.9
369.5,726,69,312,11,0.175,1.5
370.5,830,80,466,14,0.175,1.7
371.5,322,238,415,15,0.175,1.8
372.5,440,236,492,16,0.175,1.9
373.5,366,236,443,16,0.175,1.8
374.5,257,223,349,16,0.175,1.4
375.5,703,90,352,15,0.175,0.9
376.5,517,65,177,14,0.175,0.5
377.5,81,14,17,12,0.178,0.7
378.5,0,0,0,11,0.178,1.4
379.5,0,0,0,11,0.178,1.7
380.5,0,0,0,10,0.178,1.4
381.5,0,0,0,9,0.178,1.2
382.5,0,0,0,9,0.178,1.1
383.5,0,0,0,8,0.178,1.1
384.5,0,0,0,7,0.178,1
385.5,0,0,0,7,0.178,1
386.5,0,0,0,7,0.178,1
387.5,0,0,0,8,0.178,1.1
388.5,0,0,0,8,0.178,1.2
389.5,0,0,0,7,0.178,1.2
390.5,0,0,0,7,0.178,1.3
391.5,0,0,0,8,0.178,1.5
392.5,556,44,139,10,0.178,2.1
393.5,767,65,324,13,0.178,2.6
394.5,862,76,479,15,0.178,2.4
395.5,871,95,575,16,0.178,1.9
396.5,894,96,619,17,0.178,1.5
397.5,891,92,596,17,0.178,1.1
398.5,822,96,502,17,0.178,1
399.5,743,81,361,16,0.178,1.1
400.5,566,59,183,14,0.178,1
401.5,116,14,18,13,0.178,1
402.5,0,0,0,12,0.178,1.1
403.5,0,0,0,11,0.178,1.1
404.5,0,0,0,10,0.178,1.1
405.5,0,0,0,9,0.178,1.2
406.5,0,0,0,8,0.178,1.2
407.5,0,0,0,7,0.178,1.3
408.5,0,0,0,6,0.178,1.3
409.5,0,0,0,6,0.178,1.4
410.5,0,0,0,5,0.178,1.4
411.5,0,0,0,5,0.178,1.5
412.5,0,0,0,4,0.178,1.6
413.5,0,0,0,4,0.178,1.5
414.5,0,0,0,4,0.178,1.2
415.5,0,0,0,6,0.178,1.2
416.5,568,45,143,9,0.178,1.5
417.5,781,65,330,12,0.178,1.4
418.5,877,76,487,15,0.178,1
419.5,865,100,579,16,0.178,0.9
420.5,884,102,621,17,0.178,0.8
421.5,876,99,597,18,0.178,0.8
422.5,849,89,511,18,0.178,0.9
423.5,769,76,368,17,0.178,0.8
424.5,596,56,188,15,0.178,0.8
425.5,149,15,20,13,0.178,1.1
426.5,0,0,0,12,0.178,1.1
427.5,0,0,0,11,0.178,1
428.5,0,0,0,10,0.178,1
429.5,0,0,0,9,0.178,1
430.5,0,0,0,8,0.178,1.2
431.5,0,0,0,8,0.178,1.3
432.5,0,0,0,8,0.178,1.2
433.5,0,0,0,8,0.178,1.2
434.5,0,0,0,7,0.178,1.3
435.5,0,0,0,7,0.178,1.4
436.5,0,0,0,6,0.178,1.5
437.5,0,0,0,5,0.178,1.5
438.5,0,0,0,4,0.178,1.5
439.5,0,0,0,6,0.178,1.5
440.5,534,48,141,10,0.178,2
441.5,755,71,328,13,0.178,2
442.5,856,83,487,16,0.178,1.3
443.5,870,102,586,17,0.178,0.8
444.5,892,103,630,18,0.178,0.4
445.5,886,101,607,19,0.178,0.1
446.5,878,85,525,19,0.178,0.1
447.5,808,73,382,18,0.178,0.2
448.5,649,53,200,15,0.178,0.4
449.5,207,16,24,13,0.178,0.6
450.5,0,0,0,12,0.178,0.7
451.5,0,0,0,12,0.178,0.8
452.5,0,0,0,11,0.178,0.9
453.5,0,0,0,10,0.178,0.8
454.5,0,0,0,9,0.178,0.4
455.5,0,0,0,7,0.178,0.2
456.5,0,0,0,7,0.178,0.4
457.5,0,0,0,7,0.178,0.6
458.5,0,0,0,6,0.178,0.8
459.5,0,0,0,6,0.178,0.9
460.5,0,0,0,5,0.178,1
461.5,0,0,0,5,0.178,1.1
462.5,0,0,0,5,0.178,1.1
463.5,0,0,0,6,0.178,1
464.5,570,47,147,10,0.178,1.4
465.5,776,69,335,13,0.178,1.6
466.5,865,81,490,16,0.178,1.2
467.5,868,99,585,18,0.178,1.1
468.5,880,103,625,19,0.178,1.2
469.5,869,101,600,20,0.178,1.4
470.5,873,81,521,20,0.178,1.4
471.5,799,70,378,19,0.178,1
472.5,640,52,198,16,0.178,0.7
473.5,217,16,26,14,0.178,0.8
474.5,0,0,0,13,0.178,1.1
475.5,0,0,0,13,0.178,1.2
476.5,0,0,0,12,0.178,1.3
477.5,0,0,0,11,0.178,1.2
478.5,0,0,0,10,0.178,1
479.5,0,0,0,9,0.178,0.6
480.5,0,0,0,8,0.178,0.6
481.5,0,0,0,8,0.178,1
482.5,0,0,0,7,0.178,0.8
483.5,0,0,0,7,0.178,0.8
484.5,0,0,0,7,0.178,1
485.5,0,0,0,8,0.178,1
486.5,0,0,0,7,0.178,1.2
487.5,0,0,0,8,0.178,1.2
488.5,33,65,71,11,0.178,1.7
489.5,93,144,176,14,0.178,1.9
490.5,181,214,300,16,0.178,1.4
491.5,20,213,224,18,0.178,1.9
492.5,16,219,229,19,0.178,2.9
493.5,5,185,188,20,0.178,3.9
494.5,397,207,408,20,0.178,4.8
495.5,681,97,362,19,0.178,5.2
496.5,473,75,185,17,0.178,4.2
497.5,0,19,19,15,0.178,2.9
498.5,0,0,0,14,0.178,2.4
499.5,0,0,0,12,0.178,2
500.5,0,0,0,11,0.178,1.7
501.5,0,0,0,10,0.178,1.5
502.5,0,0,0,8,0.178,1.4
503.5,0,0,0,7,0.178,1.2
504.5,0,0,0,6,0.178,1.1
505.5,0,0,0,5,0.178,1.1
506.5,0,0,0,4,0.178,1.2
507.5,0,0,0,4,0.178,1.1
508.5,0,0,0,4,0.178,1.1
509.5,0,0,0,4,0.178,1.2
510.5,0,0,0,4,0.178,1.2
511.5,0,0,0,5,0.178,1.7
512.5,610,44,153,7,0.178,2.5
513.5,293,134,236,10,0.178,2.5
514.5,326,197,353,13,0.178,1.9
515.5,221,262,387,15,0.178,1.3
516.5,438,239,502,16,0.178,1.1
517.5,228,271,404,16,0.178,1.1
518.5,180,238,330,16,0.178,1.2
519.5,14,145,151,15,0.178,1.2
520.5,137,92,125,13,0.178,1.1
521.5,0,14,14,12,0.178,1
522.5,0,0,0,11,0.178,1.2
523.5,0,0,0,10,0.178,1
524.5,0,0,0,9,0.178,0.9
525.5,0,0,0,8,0.178,1
526.5,0,0,0,7,0.178,1.1
527.5,0,0,0,6,0.178,1
528.5,0,0,0,5,0.178,0.6
529.5,0,0,0,5,0.178,0.8
530.5,0,0,0,4,0.178,1.1
531.5,0,0,0,3,0.178,1.1
532.5,0,0,0,3,0.178,1.2
533.5,0,0,0,3,0.178,1.3
534.5,0,0,0,3,0.178,1.4
535.5,0,0,0,5,0.178,2
536.5,146,67,94,8,0.178,2.7
537.5,755,71,334,11,0.178,2.5
538.5,345,195,361,13,0.178,1.8
539.5,100,262,319,14,0.178,1.7
540.5,114,285,354,14,0.178,1.8
541.5,149,278,365,14,0.178,1.9
542.5,302,228,383,13,0.178,2.1
543.5,0,129,129,12,0.178,2.1
544.5,0,74,74,11,0.178,1.5
545.5,0,14,14,9,0.178,1.3
546.5,0,0,0,9,0.178,1.6
547.5,0,0,0,10,0.178,1.8
548.5,0,0,0,10,0.178,1.8
549.5,0,0,0,9,0.178,1.8
550.5,0,0,0,7,0.178,1.9
551.5,0,0,0,6,0.178,2
552.5,0,0,0,5,0.178,2.1
553.5,0,0,0,5,0.178,2.2
554.5,0,0,0,5,0.178,2.3
555.5,0,0,0,5,0.178,2.2
556.5,0,0,0,5,0.178,2.1
557.5,0,0,0,4,0.178,2
558.5,0,0,0,3,0.178,1.9
559.5,0,0,0,5,0.178,2.4
560.5,576,45,150,8,0.178,3.2
561.5,784,65,340,11,0.178,4.2
562.5,880,75,500,14,0.178,5.2
563.5,909,87,606,16,0.178,5.6
564.5,926,90,651,17,0.178,5.7
565.5,918,89,629,17,0.178,5.7
566.5,877,87,541,18,0.178,5.7
567.5,806,76,398,17,0.178,5.2
568.5,654,57,216,15,0.178,3.5
569.5,256,21,35,12,0.175,2
570.5,0,0,0,10,0.175,1.9
571.5,0,0,0,8,0.175,1.9
572.5,0,0,0,7,0.175,2
573.5,0,0,0,6,0.175,2.2
574.5,0,0,0,5,0.175,2.4
575.5,0,0,0,5,0.175,2.5
576.5,0,0,0,4,0.175,2.5
577.5,0,0,0,3,0.175,2.4
578.5,0,0,0,3,0.175,2.2
579.5,0,0,0,3,0.175,1.9
580.5,0,0,0,3,0.175,1.7
581.5,0,0,0,3,0.175,1.5
582.5,0,0,0,3,0.175,1.5
583.5,0,0,0,5,0.175,1.9
584.5,655,40,161,9,0.175,2.9
585.5,842,57,355,12,0.175,4.2
586.5,926,67,517,15,0.175,5.1
587.5,953,78,624,18,0.175,5.4
588.5,968,80,670,19,0.175,5.5
589.5,958,81,647,20,0.175,5.4
590.5,917,80,558,20,0.175,5.2
591.5,845,71,412,19,0.175,4.1
592.5,700,54,226,16,0.175,2.3
593.5,313,21,40,14,0.175,1.4
594.5,0,0,0,12,0.175,1.4
595.5,0,0,0,10,0.175,1.2
596.5,0,0,0,9,0.175,1
597.5,0,0,0,8,0.175,0.8
598.5,0,0,0,6,0.175,0.7
599.5,0,0,0,6,0.175,0.8
600.5,0,0,0,5,0.175,1
601.5,0,0,0,5,0.175,1.1
602.5,0,0,0,4,0.175,1.1
603.5,0,0,0,4,0.175,1.2
604.5,0,0,0,3,0.175,1.3
605.5,0,0,0,3,0.175,1.2
606.5,0,0,0,3,0.175,1.1
607.5,0,0,0,5,0.175,1.1
608.5,613,44,158,8,0.175,1.5
609.5,809,62,350,12,0.175,1.6
610.5,898,72,511,17,0.175,1.5
611.5,904,91,613,20,0.175,1.3
612.5,927,92,660,22,0.175,1.2
613.5,926,88,640,23,0.175,1.2
614.5,890,84,552,23,0.175,1.3
615.5,822,74,408,21,0.175,1.1
616.5,670,57,224,17,0.175,0.7
617.5,270,22,39,14,0.175,0.5
618.5,0,0,0,14,0.175,0.5
619.5,0,0,0,14,0.175,0.7
620.5,0,0,0,14,0.175,0.8
621.5,0,0,0,13,0.175,0.7
622.5,0,0,0,11,0.175,0.6
623.5,0,0,0,11,0.175,0.5
624.5,0,0,0,10,0.175,0.8
625.5,0,0,0,9,0.175,0.9
626.5,0,0,0,9,0.175,0.7
627.5,0,0,0,10,0.175,0.7
628.5,0,0,0,10,0.175,1
629.5,0,0,0,9,0.175,1.2
630.5,0,0,0,9,0.175,1.2
631.5,0,0,0,10,0.175,1.2
632.5,41,70,78,12,0.175,1.8
633.5,370,129,262,15,0.175,2.9
634.5,218,220,327,18,0.175,3.6
635.5,221,271,399,19,0.175,4.1
636.5,84,286,338,20,0.175,4.5
637.5,201,284,405,20,0.175,4.8
638.5,319,231,400,20,0.175,5
639.5,199,177,259,19,0.175,4.8
640.5,8,91,93,16,0.175,4
641.5,0,15,15,14,0.175,3.3
642.5,0,0,0,13,0.175,3.3
643.5,0,0,0,13,0.175,3.5
644.5,0,0,0,12,0.175,3.3
645.5,0,0,0,11,0.175,3.3
646.5,0,0,0,10,0.175,3.5
647.5,0,0,0,10,0.175,3.4
648.5,0,0,0,9,0.175,3.2
649.5,0,0,0,8,0.175,3.4
650.5,0,0,0,7,0.175,3.8
651.5,0,0,0,6,0.175,3.7
652.5,0,0,0,6,0.175,3.4
653.5,0,0,0,6,0.175,3.1
654.5,0,0,0,7,0.175,2.9
655.5,0,0,0,8,0.175,3.3
656.5,641,45,168,11,0.175,4.1
657.5,831,64,364,15,0.175,4.8
658.5,918,74,528,19,0.175,5.1
659.5,936,88,634,21,0.175,5.1
660.5,952,90,681,22,0.175,5.2
661.5,949,88,660,23,0.175,5.1
662.5,902,89,569,23,0.175,4.9
663.5,842,76,425,22,0.175,3.9
664.5,709,57,239,18,0.175,2.4
665.5,341,24,48,14,0.175,1.8
666.5,0,0,0,12,0.175,2.2
667.5,0,0,0,12,0.175,2.7
668.5,0,0,0,11,0.175,2.9
669.5,0,0,0,9,0.175,2.8
670.5,0,0,0,9,0.175,2.6
671.5,0,0,0,8,0.175,2.4
672.5,0,0,0,7,0.175,2.2
673.5,0,0,0,6,0.175,2.1
674.5,0,0,0,6,0.175,2.1
675.5,0,0,0,6,0.175,2
676.5,0,0,0,6,0.175,1.9
677.5,0,0,0,5,0.175,1.7
678.5,0,0,0,5,0.175,1.6
679.5,0,0,0,6,0.175,2.2
680.5,626,48,169,10,0.175,3
681.5,823,67,367,14,0.175,3.1
682.5,914,77,533,19,0.175,2.9
683.5,931,94,639,22,0.175,2.9
684.5,955,93,689,23,0.175,2.8
685.5,954,90,668,24,0.175,2.6
686.5,907,90,577,24,0.175,2.3
687.5,841,79,431,23,0.175,1.6
688.5,697,61,242,20,0.175,1.2
689.5,318,26,49,18,0.175,1.2
690.5,0,0,0,16,0.175,1.4
691.5,0,0,0,14,0.175,1.4
692.5,0,0,0,12,0.175,1.4
693.5,0,0,0,10,0.175,1.4
694.5,0,0,0,9,0.175,1.4
695.5,0,0,0,8,0.175,1.3
696.5,0,0,0,8,0.175,1.3
697.5,0,0,0,7,0.175,1.3
698.5,0,0,0,7,0.175,1.3
699.5,0,0,0,6,0.175,1.4
700.5,0,0,0,6,0.175,1.4
701.5,0,0,0,6,0.175,1.5
702.5,0,0,0,6,0.175,1.5
703.5,0,0,0,8,0.175,1.6
704.5,633,47,171,12,0.175,1.9
